courseCode,cohortSize
IMED11025,NA
IMED11026,NA
IMED11027,13
IMED11028,NA
IMED11029,8
IMED11030,20
IMES07001,20
IMES07001,12
IMES07003,4
IMES08006,35
IMES08007,4
IMES08022,NA
IMES08026,74
IMES08027,56
IMES08033,84
IMES08034,84
IMES08036,109
IMES08037,168
IMES08039,1
IMES08046,10
IMES08047,8
IMES08048,8
IMES08049,4
IMES08050,33
IMES08051,51
IMES08052,1
IMES08053,1
IMES10004,8
IMES10009,1
IMES10024,16
IMES10028,12
IMES10040,16
IMES10054,8
IMES10059,2
IMES10061,3
IMES10074,9
IMES10081,1
IMES10086,7
IMES10093,10
IMES10096,NA
IMES10097,2
IMES10099,12
IMES10106,14
IMES10107,14
IMES10108,15
IMES10109,12
IMES10110,9
IMES10112,15
IMES11014,12
IMES11019,NA
IMES11044,11
IMES11070,1
IMES11078,3
IMES11080,4
IMES11091,2
IMES11099,5
IMES11100,3
IMES11101,3
IMES11102,1
IMES11103,4
IMES11104,4
IMES11105,NA
IMES11106,NA
IMES11107,2
IMES11108,1
IMES11109,NA
IMES11110,1
IMES11111,NA
IMES11112,NA
IMES11113,NA
IMES11114,NA
IMES11117,2
IMES11118,1
IMES11119,5
IMES11121,5
IMES11122,11
IMMU10007,17
IMMU10011,25
IMMU10012,35
IMMU10013,20
IMMU10014,35
IMMU10015,35
IMMU10016,35
IMSE11001,NA
IMSE11002,NA
IMSE11003,2
IMSE11004,2
INAH11001,5
INAH11002,6
INAH11004,17
INAH11004,5
INAH11006,NA
INAH11007,NA
INAH11008,11
INAH11013,NA
INAH11015,4
INAH11017,5
INAH11021,NA
INAH11023,1
INAH11024,19
INAH11025,NA
INAH11026,1
INAH11027,4
INFD11003,14
INFD11005,32
INFD11007,17
INFD11009,36
INFD11010,54
INFD11011,15
INFD11012,14
INFD11013,8
INFD11014,24
INFD11015,NA
INFD11016,42
INFD11017,29
INFD11020,3
INFD11021,9
INFD11022,8
INFD11023,3
INFD11024,7
INFD11025,7
INFD11026,8
INFD11027,6
INFD11028,3
INFD11029,4
INFR08010,140
INFR08020,231
INFR08025,373
INFR08026,264
INFR08027,238
INFR08029,360
INFR08030,226
INFR08031,214
INFR08032,195
INFR08033,NA
INFR09032,171
INFR09051,251
INFR09053,57
INFR10022,224
INFR10044,227
INFR10051,39
INFR10052,60
INFR10054,NA
INFR10057,113
INFR10059,33
INFR10061,56
INFR10064,72
INFR10065,133
INFR10067,254
INFR10074,191
INFR10076,51
INFR10077,27
INFR10078,164
INFR10079,158
INFR10080,122
INFR10081,5
INFR10082,5
INFR10083,5
INFR10084,NA
INFR10085,107
INFR10086,105
INFR10088,32
INFR10089,12
INFR11010,105
INFR11017,116
INFR11020,75
INFR11023,25
INFR11033,61
INFR11077,253
INFR11088,149
INFR11093,51
INFR11094,75
INFR11095,9
INFR11097,33
INFR11098,65
INFR11099,50
INFR11114,29
INFR11116,NA
INFR11117,NA
INFR11125,130
INFR11129,14
INFR11130,121
INFR11131,29
INFR11132,115
INFR11134,58
INFR11136,222
INFR11140,42
INFR11144,44
INFR11145,54
INFR11147,245
INFR11150,21
INFR11157,108
INFR11158,31
INFR11160,128
INFR11161,92
INFR11164,22
INFR11166,26
INFR11167,NA
INFR11172,43
INFR11176,NA
INFR11177,30
INFR11187,24
INFR11192,10
INFR11193,10
INFR11194,11
INFR11195,10
INFR11197,11
INFR11198,46
INFR11199,52
INFR11201,29
INFR11202,62
INFR11203,10
INFR11204,NA
INFR11205,90
INFR11206,52
INFR11207,36
INFR11208,38
INFR11209,53
INFR11210,36
INFR11211,149
INFR11213,40
INFR11214,6
INFR11215,29
INFR11216,31
INFR11217,43
INFR11218,44
INFR11219,19
INFR11221,12
INFR11223,100
INFR11224,45
INFR11225,58
INFR11226,17
INFR11227,10
INFR11228,41
INFR11229,45
INFR11230,13
INFR11231,3
INFR11234,3
INFR11235,31
INFR11236,29
INFR11237,6
INFR11238,39
INFR11239,81
INFR11240,20
INFR11241,23
INFR11242,14
INFR11243,7
INFR11244,30
INFR11245,27
INFR11246,68
INFR11247,59
INFR11248,4
INFR11249,83
INFR11251,11
INFR11252,2
INFR11253,17
IPHP10001,13
IPHP10002,17
IPHP10004,10
IPHP11002,79
IPHP11003,49
IPHP11005,NA
IPHP11014,NA
IPHP11021,NA
ISSH11017,NA
LASC08017,162
LASC08018,89
LASC08019,110
LASC08020,123
LASC08022,268
LASC08023,186
LASC10002,92
LASC10009,1
LASC10018,31
LASC10021,53
LASC10024,61
LASC10029,40
LASC10030,44
LASC10031,56
LASC10049,30
LASC10050,14
LASC10059,13
LASC10060,10
LASC10061,74
LASC10062,15
LASC10063,9
LASC10067,47
LASC10072,29
LASC10073,5
LASC10079,19
LASC10084,22
LASC10085,32
LASC10086,18
LASC10088,14
LASC10089,5
LASC10090,26
LASC10098,20
LASC10099,10
LASC10102,27
LASC10104,9
LASC10107,34
LASC10109,18
LASC10110,32
LASC10111,4
LASC10112,3
LASC10114,78
LASC10115,16
LASC10116,12
LASC10117,10
LASC10121,31
LASC10122,1
LASC10123,12
LASC11013,29
LASC11014,40
LASC11028,20
LASC11031,39
LASC11032,9
LASC11033,17
LASC11035,20
LASC11036,20
LASC11037,36
LASC11058,5
LASC11061,NA
LASC11062,43
LASC11063,NA
LASC11074,NA
LASC11075,2
LASC11081,1
LASC11082,NA
LASC11085,56
LASC11089,28
LASC11096,40
LASC11097,6
LASC11106,6
LASC11112,29
LASC11113,66
LASC11117,3
LASC11123,1
LASC11125,3
LASC11127,20
LASC11135,12
LASC11136,5
LASC11137,5
LASC11138,10
LASC11141,25
LASC11142,10
LASC11143,28
LASC11145,121
LASC11148,2
LASC11152,11
LASC11155,26
LASC11158,40
LASC11159,16
LASC11160,14
LASC11162,8
LASC11163,11
LASC11164,33
LASC11165,2
LASC11166,25
LASC11167,40
LASC11169,13
LASC11173,10
LASC11175,41
LASC11177,88
LASC11178,21
LASC11179,7
LASC11180,21
LASC11181,1
LATI08007,37
LATI08008,28
LATI08009,28
LATI08010,24
LATI08011,23
LATI08012,28
LATI08013,5
LATI10011,13
LATI10012,7
LATI10017,NA
LATI10018,NA
LATI10022,19
LATI10030,NA
LATI10031,NA
LATI10043,15
LATI10046,15
LATI10049,14
LATI10050,20
LAWS08104,154
LAWS08114,247
LAWS08118,121
LAWS08119,151
LAWS08120,62
LAWS08123,312
LAWS08125,296
LAWS08126,281
LAWS08127,289
LAWS08128,366
LAWS08129,266
LAWS08130,308
LAWS08131,292
LAWS08132,278
LAWS08133,331
LAWS08134,276
LAWS08134,4
LAWS08135,279
LAWS08139,280
LAWS08141,296
LAWS08142,293
LAWS08143,253
LAWS10064,20
LAWS10067,12
LAWS10073,30
LAWS10075,32
LAWS10078,27
LAWS10083,29
LAWS10084,23
LAWS10086,29
LAWS10087,29
LAWS10097,195
LAWS10150,22
LAWS10155,25
LAWS10156,26
LAWS10160,30
LAWS10165,31
LAWS10166,33
LAWS10169,17
LAWS10172,10
LAWS10174,27
LAWS10175,27
LAWS10177,24
LAWS10185,30
LAWS10190,14
LAWS10193,21
LAWS10195,29
LAWS10196,28
LAWS10197,27
LAWS10199,24
LAWS10201,NA
LAWS10202,177
LAWS10203,30
LAWS10204,17
LAWS10205,30
LAWS10210,27
LAWS10211,23
LAWS10212,29
LAWS10213,16
LAWS10214,24
LAWS10216,21
LAWS10218,31
LAWS10219,28
LAWS10221,22
LAWS10224,31
LAWS10226,29
LAWS10227,9
LAWS10231,31
LAWS10232,30
LAWS10235,25
LAWS10236,32
LAWS10238,29
LAWS10240,14
LAWS10243,29
LAWS10246,30
LAWS10247,29
LAWS10253,28
LAWS10254,27
LAWS10255,13
LAWS10256,25
LAWS10257,31
LAWS10258,34
LAWS10259,29
LAWS10261,12
LAWS10262,27
LAWS10263,30
LAWS10264,25
LAWS10265,31
LAWS10266,11
LAWS10267,11
LAWS10268,25
LAWS10269,11
LAWS11016,51
LAWS11024,24
LAWS11030,37
LAWS11041,29
LAWS11047,21
LAWS11058,36
LAWS11070,17
LAWS11072,19
LAWS11114,29
LAWS11125,41
LAWS11129,43
LAWS11131,38
LAWS11137,25
LAWS11163,21
LAWS11177,8
LAWS11180,21
LAWS11183,NA
LAWS11184,7
LAWS11188,49
LAWS11190,17
LAWS11205,20
LAWS11207,23
LAWS11212,25
LAWS11213,30
LAWS11214,4
LAWS11215,6
LAWS11216,20
LAWS11219,10
LAWS11221,16
LAWS11223,12
LAWS11229,13
LAWS11234,23
LAWS11240,10
LAWS11242,7
LAWS11243,12
LAWS11245,33
LAWS11246,25
LAWS11249,139
LAWS11250,144
LAWS11251,138
LAWS11252,139
LAWS11253,144
LAWS11254,144
LAWS11264,19
LAWS11268,NA
LAWS11269,4
LAWS11270,14
LAWS11271,8
LAWS11273,3
LAWS11276,8
LAWS11282,17
LAWS11283,24
LAWS11284,21
LAWS11285,21
LAWS11292,44
LAWS11293,36
LAWS11296,22
LAWS11297,23
LAWS11306,12
LAWS11308,5
LAWS11310,138
LAWS11313,7
LAWS11318,16
LAWS11319,10
LAWS11321,25
LAWS11322,19
LAWS11325,43
LAWS11326,5
LAWS11327,NA
LAWS11328,21
LAWS11329,20
LAWS11334,6
LAWS11338,31
LAWS11341,17
LAWS11347,23
LAWS11358,21
LAWS11362,23
LAWS11363,25
LAWS11364,25
LAWS11370,25
LAWS11374,30
LAWS11380,14
LAWS11383,24
LAWS11384,18
LAWS11385,8
LAWS11386,21
LAWS11390,23
LAWS11394,18
LAWS11397,17
LAWS11400,18
LAWS11402,27
LAWS11403,9
LAWS11406,12
LAWS11410,13
LAWS11413,11
LAWS11416,17
LAWS11418,9
LAWS11421,30
LAWS11424,37
LAWS11429,26
LAWS11430,12
LAWS11431,13
LAWS11432,26
LAWS11433,22
LAWS11434,12
LAWS11435,28
LAWS11436,14
LAWS11437,23
LAWS11438,48
LAWS11439,39
LAWS11440,12
LAWS11441,44
LAWS11442,22
LAWS11443,49
LAWS11444,28
LAWS11445,36
LAWS11446,8
LAWS11447,8
LAWS11451,12
LAWS11452,8
LAWS11453,15
LAWS11454,19
LAWS11455,15
LAWS11456,13
LAWS11457,NA
LAWS11458,35
LAWS11459,19
LAWS11460,26
LAWS11461,15
LAWS11462,22
LAWS11464,25
LAWS11466,18
LAWS11467,5
LAWS11468,6
LAWS11469,10
LAWS11470,26
LAWS11471,10
LAWS11472,11
LAWS11474,10
LAWS11475,19
LAWS11476,11
LAWS11477,12
LAWS11478,18
LAWS11481,13
LAWS11482,16
LAWS11484,9
LAWS11485,6
LAWS11487,39
LAWS11488,40
LAWS11489,16
LAWS11490,4
LAWS11492,17
LAWS11495,16
LAWS11496,5
LAWS11497,11
LAWS11498,14
LAWS11499,23
LAWS11500,11
LAWS11501,13
LAWS11503,7
LAWS11504,14
LAWS11505,14
LAWS11506,25
LAWS11507,NA
LAWS11508,17
LEAP07001,75
LISC11051,NA
LISC11087,NA
LLLA07019,8
LLLA07031,NA
LLLA07045,6
LLLA07114,2
LLLA07117,10
LLLA07131,8
LLLA07148,9
LLLA07158,3
LLLA07163,6
LLLA07198,12
LLLA07199,17
LLLA07213,11
LLLA07214,4
LLLA07218,1
LLLA07221,2
LLLA07222,12
LLLA07226,7
LLLA07229,1
LLLA07230,3
LLLA07234,11
LLLA07235,NA
LLLA07239,4
LLLA07246,6
LLLA07255,NA
LLLA07256,6
LLLA07258,NA
LLLA07259,NA
LLLA07260,16
LLLA07262,7
LLLA07265,4
LLLA07266,4
LLLA07268,3
LLLA07270,1
LLLA07272,6
LLLA07273,8
LLLE07013,4
LLLE07021,1
LLLE07028,8
LLLE07041,10
LLLE07044,14
LLLE07045,6
LLLE07046,NA
LLLE07047,10
LLLE08002,NA
LLLE10001,7
LLLG07030,4
LLLG07030,16
LLLG07036,7
LLLG07038,15
LLLG07038,10
LLLG07043,3
LLLG07043,16
LLLG07058,16
LLLG07059,3
LLLG07067,40
LLLG07071,2
LLLG07089,17
LLLG07094,12
LLLG07097,4
LLLG07110,1
LLLG07121,15
LLLG07126,37
LLLG07127,37
LLLG07128,37
LLLG07129,37
LLLG07132,NA
LLLG07137,12
LLLG07139,6
LLLG07140,32
LLLG07141,117
LLLG07142,48
LLLG07143,28
LLLG07144,147
LLLG07145,241
LLLG07152,15
LLLG07153,15
LLLG07154,15
LLLG07155,15
LLLG07156,45
LLLG08004,NA
LLLG08005,NA
LLLI07003,16
LLLI07012,16
LLLI07031,35
LLLI07033,9
LLLJ07016,74
LLLJ07021,37
LLLJ07024,50
LLLJ07027,7
LLLJ07028,9
LLLJ07029,35
LLLJ08004,NA
LLLK07002,NA
LLLL07001,NA
LLLM08002,NA
LLLN08001,NA
LLLO07001,3
LLLO07002,1
LLLO07003,32
LLLO07004,16
LLLO07005,8
LLLO07006,2
LLLO07007,2
LLLO07008,NA
MAEE10002,56
MAEE10003,99
MAEE10005,197
MAEE11004,62
MAEE11005,26
MATH07003,253
MATH07004,47
MATH08051,222
MATH08057,570
MATH08058,675
MATH08059,508
MATH08062,45
MATH08063,263
MATH08064,300
MATH08065,197
MATH08066,261
MATH08068,143
MATH08071,49
MATH08072,150
MATH08073,174
MATH08074,401
MATH08075,456
MATH08077,237
MATH10003,225
MATH10007,184
MATH10010,50
MATH10013,73
MATH10017,17
MATH10024,12
MATH10028,70
MATH10031,23
MATH10047,19
MATH10051,28
MATH10053,92
MATH10060,180
MATH10063,178
MATH10064,149
MATH10065,271
MATH10066,365
MATH10067,352
MATH10068,240
MATH10068,3
MATH10069,250
MATH10071,148
MATH10072,124
MATH10073,102
MATH10074,124
MATH10076,38
MATH10076,1
MATH10077,31
MATH10079,42
MATH10079,1
MATH10080,29
MATH10082,26
MATH10082,NA
MATH10083,6
MATH10086,90
MATH10093,199
MATH10095,290
MATH10096,141
MATH10098,224
MATH10099,40
MATH10100,31
MATH10101,88
MATH10102,37
MATH10106,69
MATH11007,64
MATH11028,47
MATH11029,60
MATH11043,41
MATH11053,17
MATH11080,12
MATH11088,76
MATH11111,155
MATH11114,2
MATH11115,4
MATH11119,18
MATH11120,34
MATH11127,51
MATH11131,45
MATH11132,10
MATH11135,21
MATH11138,29
MATH11140,57
MATH11142,29
MATH11143,14
MATH11147,47
MATH11148,95
MATH11150,20
MATH11153,34
MATH11154,30
MATH11157,30
MATH11158,89
MATH11169,53
MATH11175,128
MATH11176,54
MATH11177,191
MATH11178,85
MATH11180,62
MATH11183,46
MATH11184,6
MATH11185,179
MATH11187,124
MATH11188,104
MATH11190,34
MATH11192,24
MATH11193,13
MATH11195,34
MATH11197,34
MATH11199,214
MATH11200,17
MATH11202,31
MATH11203,14
MATH11204,37
MATH11205,195
MATH11207,75
MATH11208,5
MATH11209,2
MATH11210,NA
MATH11211,3
MATH11212,NA
MATH11213,2
MATH11214,2
MATH11215,NA
MATH11216,1
MATH11217,9
MATH11218,NA
MATH11219,NA
MATH11220,13
MATH11222,NA
MATH11228,30
MATH11229,12
MATH11230,50
MATH11231,50
MATH11235,41
MATH11237,45
MATH11238,24
MATH11239,NA
MATH11240,17
MATH11242,91
MATH11243,9
MATH11244,35
MATH12023,12
MATH12024,12
MATH12025,12
MATH12026,NA
MATH12027,NA
MATH12028,3
MATH12029,1
MATH12030,NA
MATH12031,NA
MATH12032,NA
MATH12033,NA
MATH12034,NA
MATH12035,NA
MBCH08013,290
MBCH08014,32
MBCH09020,26
MBCH09021,283
MBCH10020,298
MBCH10021,287
MBCH10022,16
MBCH10023,NA
MBCH10024,23
MBCH10025,NA
MBCH11010,231
MCLM11001,NA
MCLM11002,NA
MCLM11019,NA
MCLM11020,12
MCLM11021,15
MCLM11022,NA
MCLM11023,7
MCLM11026,20
MCLM11027,12
MCLM11035,NA
MCLM11036,NA
MCLM11037,NA
MCLM11054,14
MCLM11072,8
MCLM11073,NA
MCLM11078,26
MCLM11079,28
MCLM11080,23
MCLM11081,10
MCLM11081,NA
MCLM11085,32
MCLM11086,32
MCLM11087,6
MCLM11088,8
MECE08009,225
MECE08013,182
MECE09026,153
MECE09030,127
MECE09032,121
MECE09033,117
MECE09034,160
MECE09036,158
MECE10002,112
MECE10004,70
MECE10007,64
MECE10008,68
MECE10009,83
MECE10012,66
MECE10015,41
MECE10016,64
MECE10017,16
MECE11001,50
MECE11004,28
MECE11006,63
MECE11007,62
MECE11008,105
MECE11009,32
MECE11014,31
MECE11017,66
MECE11018,20
MEED11013,101
MEED11014,90
MEED11017,53
MEED11020,32
MEED11021,11
MEED11022,96
MEED11024,16
MEED11025,25
MEED11027,47
MEED11028,NA
MEED11029,29
MEED11030,NA
MEED11031,NA
MEED11032,NA
MEED11033,NA
MEED11034,19
MEED11035,7
MEED11036,34
MEED11037,17
METE08001,76
METE08002,46
METE10001,16
METE10002,18
METE10003,20
METE10006,4
MIBM10041,32
MIBM10042,32
MIBM10052,32
MIBM10053,32
MLBI10009,52
MLBI10010,8
MLBI10017,58
MLBI10019,11
MLBI10022,8
MOGE10002,19
MOGE10004,9
MOGE10006,19
MOGE10007,35
MRES11001,11
MRES11002,11
MRES11003,11
MRES11004,11
MRES11005,11
MRES11006,11
MRES11008,10
MRES11009,7
MRES11010,7
MRES11013,7
MRES11014,7
MSBM08001,32
MSBM08002,34
MSBM09001,89
MSBM09003,32
MSBM09004,64
MSBM09005,50
MSBM10011,42
MSBM10013,44
MSBM10020,44
MUSI07001,21
MUSI08054,70
MUSI08057,59
MUSI08069,178
MUSI08073,29
MUSI08074,14
MUSI08075,42
MUSI08076,37
MUSI08077,47
MUSI08078,127
MUSI08079,28
MUSI08080,38
MUSI08082,48
MUSI08083,23
MUSI08084,41
MUSI10002,11
MUSI10016,13
MUSI10021,20
MUSI10038,10
MUSI10039,8
MUSI10055,15
MUSI10066,22
MUSI10067,25
MUSI10073,17
MUSI10076,10
MUSI10083,11
MUSI10086,19
MUSI10090,23
MUSI10092,12
MUSI10095,14
MUSI10099,26
MUSI10100,17
MUSI10101,25
MUSI10104,19
MUSI10105,12
MUSI10106,18
MUSI10107,26
MUSI10108,18
MUSI10109,25
MUSI10110,21
MUSI10111,13
MUSI10112,25
MUSI10113,13
MUSI10114,28
MUSI10115,22
MUSI10118,19
MUSI11006,21
MUSI11014,NA
MUSI11014,20
MUSI11015,19
MUSI11029,1
MUSI11030,1
MUSI11034,10
MUSI11035,11
MUSI11045,30
MUSI11048,11
MUSI11052,11
MUSI11053,22
MUSI11061,50
MUSI11063,51
MUSI11065,42
MUSI11066,29
MUSI11067,36
MUSI11068,26
MUSI11069,5
MUSI11071,18
MUSI11072,13
MUSI11074,11
MUSI11075,20
MUSI11076,12
MUSI11077,15
NEBM10005,66
NEBM10028,66
NEBM10035,66
NEBM10037,NA
NEBM10038,66
NEBM11002,30
NEBM11005,30
NEBM11007,30
NEBM11008,6
NEBM11009,6
NEBM11010,6
NEBM11013,12
NEBM11014,9
NEBM11015,NA
NEBM11016,30
NEBM11017,9
NEBM11018,30
NEME11004,7
NEME11005,7
NEME11006,4
NEME11008,2
NEME11010,7
NEME11011,7
NEME11012,4
NEME11016,7
NEME11017,NA
NEME11018,3
NEME11019,7
NEME11021,5
NEME11023,NA
NEME11024,NA
NEME11025,NA
NEME11026,4
NEME11027,NA
NEME11030,3
NEME11033,5
NEME11035,6
NEME11036,NA
NEME11037,6
NEME11038,3
NEME11040,3
NEME11052,NA
NEME11054,18
NEME11055,6
NEME11059,1
NEME11060,2
NEME11061,NA
NUST08019,40
NUST08020,58
NUST08021,42
NUST08022,73
NUST08023,39
NUST08024,54
NUST08025,55
NUST08026,41
NUST08027,1
NUST10033,26
NUST10036,64
NUST10046,35
NUST10053,48
NUST10054,56
NUST10055,42
NUST10056,44
NUST10057,49
NUST10058,45
NUST10059,42
NUST10060,17
NUST10061,8
NUST10062,8
NUST11033,NA
NUST11087,21
NUST11090,12
NUST11091,12
NUST11092,47
NUST11094,5
NUST11095,8
NUST11096,38
NUST11097,34
NUST11098,4
NUST11100,21
NUST11101,11
NUST11103,18
NUST11104,7
NUST11105,1
NUST11106,3
NUST11108,NA
NUST11108,2
NUST11109,NA
NUST11110,9
NUST11111,2
NUST11112,NA
NUST11113,10
NUST11114,11
NUST11115,6
NUST11116,3
NUST11117,4
NUST11118,22
NUST11119,8
NUST11120,24
NUST11121,5
NUST11122,12
NUST11123,10
NUST11124,NA
NUST11125,2
ORTH11001,2
ORTH12001,2
ORTH12002,2
ORTH12003,2
ORTH12004,2
ORTH12005,2
PAMA11051,4
PAMA11052,NA
PAMA11054,30
PAMA11055,28
PAMA11057,26
PAMA11059,27
PAMA11063,27
PAMA11064,NA
PAMA11065,NA
PAMA11067,33
PAMA11068,28
PAMA11070,26
PAMA11076,NA
PAMA11078,NA
PAMA11085,21
PAMA11088,5
PAMA11088,3
PAMA11088,4
PCOP11001,16
PCOP11002,16
PCOP11003,16
PCOP11004,16
PCOP11005,16
PCOP11006,16
PCOP11007,14
PCOP11008,14
PCOP11009,14
PCOP11010,14
PCOP11011,14
PCOP11012,14
PCOP11013,13
PDEN12001,3
PDEN12002,3
PDEN12003,3
PDEN12004,2
PDEN12005,NA
PDEN12006,NA
PDEN12007,1
PDEN12008,2
PECM11001,25
PECM11002,20
PECM11003,21
PECM11004,14
PECM11005,11
PECM11006,11
PECM11007,12
PECM11008,12
PECM11009,6
PECM11010,6
PGBI11003,64
PGBI11012,25
PGBI11020,24
PGBI11027,7
PGBI11034,25
PGBI11038,8
PGBI11040,40
PGBI11043,26
PGBI11044,24
PGBI11049,14
PGBI11051,13
PGBI11055,6
PGBI11057,30
PGBI11065,16
PGBI11083,9
PGBI11084,6
PGBI11085,15
PGBI11086,16
PGBI11087,11
PGBI11089,35
PGBI11090,7
PGBI11094,40
PGBI11095,35
PGBI11096,23
PGBI11099,12
PGBI11100,16
PGBI11101,14
PGBI11102,14
PGBI11103,25
PGBI11104,14
PGBI11105,40
PGBI11106,NA
PGBI11107,20
PGBI11108,25
PGBI11114,25
PGBI11116,18
PGBI11118,21
PGBI11122,19
PGBI11123,34
PGBI11124,15
PGBI11125,15
PGBI11126,4
PGBI11127,12
PGBI11128,29
PGBI11129,17
PGBI11130,30
PGBI11131,24
PGBI11132,10
PGBI11133,8
PGBI11134,8
PGBI11135,15
PGBI11136,15
PGEE09002,7
PGEE10002,22
PGEE10006,8
PGEE10008,10
PGEE10012,20
PGEE10018,53
PGEE10019,29
PGEE10025,16
PGEE10026,7
PGEE10033,29
PGEE10034,NA
PGEE10035,32
PGEE10036,43
PGEE10040,17
PGEE10041,5
PGEE10042,29
PGEE11001,51
PGEE11010,34
PGEE11016,47
PGEE11017,50
PGEE11019,33
PGEE11021,28
PGEE11023,10
PGEE11024,40
PGEE11029,81
PGEE11035,1
PGEE11038,25
PGEE11042,5
PGEE11045,12
PGEE11051,1
PGEE11055,22
PGEE11065,27
PGEE11074,25
PGEE11081,1
PGEE11088,9
PGEE11091,9
PGEE11093,9
PGEE11095,10
PGEE11096,9
PGEE11107,86
PGEE11108,28
PGEE11113,NA
PGEE11115,11
PGEE11117,10
PGEE11120,34
PGEE11121,32
PGEE11124,29
PGEE11125,59
PGEE11130,NA
PGEE11134,NA
PGEE11136,27
PGEE11137,7
PGEE11140,19
PGEE11150,15
PGEE11151,25
PGEE11152,11
PGEE11155,4
PGEE11156,1
PGEE11160,5
PGEE11161,51
PGEE11164,32
PGEE11165,18
PGEE11169,25
PGEE11170,19
PGEE11172,25
PGEE11174,7
PGEE11175,42
PGEE11177,9
PGEE11182,4
PGEE11183,9
PGEE11184,5
PGEE11185,3
PGEE11186,9
PGEE11187,9
PGEE11188,9
PGEE11189,9
PGEE11190,12
PGEE11192,10
PGEE11193,9
PGEE11194,33
PGEE11195,136
PGEE11197,44
PGEE11198,7
PGEE11199,10
PGEE11200,32
PGEE11210,22
PGEE11211,22
PGEE11212,22
PGEE11213,22
PGEE11215,22
PGEE11216,22
PGEE11217,22
PGEE11218,31
PGEE11219,36
PGEE11220,1
PGEE11221,12
PGEE11225,19
PGEE11227,8
PGEE11228,8
PGEE11229,8
PGEE11230,23
PGEE11231,21
PGEE11233,NA
PGEE11234,32
PGEE11234,11
PGEE11235,12
PGEE11236,19
PGEE11237,6
PGEE11238,9
PGEE11239,10
PGEE11240,12
PGEE11241,NA
PGEE11242,8
PGEE11243,12
PGEE11244,7
PGEE11245,19
PGEE11246,7
PGEE11247,7
PGEE11248,7
PGEE11249,52
PGEE11250,30
PGGE08001,10
PGGE11003,33
PGGE11004,34
PGGE11006,26
PGGE11008,24
PGGE11009,38
PGGE11010,27
PGGE11016,36
PGGE11018,33
PGGE11051,18
PGGE11057,27
PGGE11083,10
PGGE11096,17
PGGE11106,9
PGGE11114,27
PGGE11119,19
PGGE11126,30
PGGE11127,28
PGGE11128,30
PGGE11138,35
PGGE11139,27
PGGE11141,41
PGGE11144,8
PGGE11164,29
PGGE11165,34
PGGE11166,31
PGGE11172,26
PGGE11178,30
PGGE11180,20
PGGE11182,11
PGGE11183,25
PGGE11188,22
PGGE11189,29
PGGE11190,17
PGGE11192,25
PGGE11200,21
PGGE11202,20
PGGE11207,NA
PGGE11216,30
PGGE11218,32
PGGE11221,17
PGGE11223,34
PGGE11224,16
PGGE11226,18
PGGE11231,24
PGGE11233,30
PGGE11234,27
PGGE11235,10
PGGE11236,37
PGGE11237,26
PGGE11238,35
PGGE11239,24
PGGE11241,20
PGGE11242,1
PGGE11247,34
PGGE11250,40
PGGE11252,17
PGGE11253,23
PGGE11254,36
PGGE11257,35
PGGE11260,19
PGGE11261,16
PGGE11263,41
PGGE11265,36
PGGE11267,31
PGGE11268,27
PGGE11269,30
PGGE11270,NA
PGGE11271,17
PGGE11272,22
PGGE11273,28
PGGE11274,29
PGGE11275,33
PGGE11277,NA
PGGE11278,10
PGGE11279,11
PGGE11281,10
PGGE11282,11
PGGE11283,11
PGGE11284,3
PGGE11285,27
PGGE11286,24
PGGE11287,NA
PGGE11288,23
PGGE11289,17
PGGE11290,3
PGGE11291,29
PGGE11292,10
PGGE11293,2
PGGE11294,29
PGGE11295,20
PGGE11296,19
PGHC11022,5
PGHC11041,13
PGHC11060,12
PGHC11079,16
PGHC11080,5
PGHC11083,34
PGHC11086,22
PGHC11087,8
PGHC11088,8
PGHC11089,6
PGHC11092,1
PGHC11100,16
PGHC11111,8
PGHC11125,14
PGHC11144,15
PGHC11185,10
PGHC11190,14
PGHC11192,7
PGHC11193,1
PGHC11194,7
PGHC11195,15
PGHC11224,14
PGHC11231,18
PGHC11239,7
PGHC11257,9
PGHC11267,2
PGHC11268,1
PGHC11269,1
PGHC11270,1
PGHC11274,11
PGHC11282,3
PGHC11283,9
PGHC11312,5
PGHC11313,16
PGHC11313,48
PGHC11313,7
PGHC11316,6
PGHC11318,4
PGHC11329,3
PGHC11334,87
PGHC11335,90
PGHC11341,14
PGHC11344,4
PGHC11349,2
PGHC11360,8
PGHC11367,18
PGHC11374,18
PGHC11376,17
PGHC11377,13
PGHC11378,38
PGHC11379,46
PGHC11389,17
PGHC11397,9
PGHC11407,16
PGHC11412,7
PGHC11413,24
PGHC11428,12
PGHC11429,7
PGHC11430,6
PGHC11435,NA
PGHC11436,NA
PGHC11437,7
PGHC11446,13
PGHC11448,11
PGHC11449,16
PGHC11454,4
PGHC11457,3
PGHC11459,8
PGHC11462,23
PGHC11463,6
PGHC11464,18
PGHC11465,13
PGHC11474,18
PGHC11475,18
PGHC11478,15
PGHC11487,4
PGHC11489,14
PGHC11496,13
PGHC11499,10
PGHC11502,4
PGHC11506,16
PGHC11507,15
PGHC11508,7
PGHC11512,11
PGHC11515,17
PGHC11523,6
PGHC11525,14
PGHC11531,15
PGHC11533,9
PGHC11538,11
PGHC11538,3
PGHC11538,2
PGHC11541,14
PGHC11542,14
PGHC11544,15
