courseName,courseCode,cohortSize
The Long Summer: Edwardian Texts and Contexts, 1900-1910,ENLI11077,2
Fairy Tales,ENLI11079,29
Shakespearean Sexualities,ENLI11087,1
MSc Literature and Modernity 1900-to the present Dissertation,ENLI11096,57
Medieval Romance,ENLI11122,3
Research Methods and Problems in English Literature,ENLI11125,137
The Reign of Terror: Fear and Loathing in Romantic Literature,ENLI11126,14
Acts of Story-Telling: Narrator, Text, Audience,ENLI11134,33
Strangers to Ourselves: Post-war & Contemporary Writing,ENLI11138,8
Enlightenment and Romanticism 1688 - 1815,ENLI11140,21
Romanticism and Victorian Society 1815-1900,ENLI11141,22
The American Novel, 1920-1960,ENLI11146,NA
Sex, Seduction and Sedition in Restoration Literature,ENLI11149,1
Poetry and Northern Ireland,ENLI11151,3
Tragedy and Modernity,ENLI11152,14
MSc Literature and Society: Enlightenment, Romantic and Victorian Dissertation,ENLI11174,20
Time and Space of Performance,ENLI11176,11
The Craft of the Playwright II,ENLI11177,10
The Craft of the Playwright I,ENLI11178,10
Literature and Modernity I: Modernist Aesthetics,ENLI11181,59
Literature and Modernity II: Late Modernism and Beyond,ENLI11182,59
Modernism: Text, Image, Object (Level 11),ENLI11185,5
Censorship (PG Version),ENLI11195,4
Censorship (PG Version),ENLI11195,2
MSc Playwriting Portfolio,ENLI11196,10
Digital Humanities for Literary Studies,ENLI11199,2
Exploring the Novel,ENLI11200,30
Cities of Literature: Metropolitan Modernities (PG Version),ENLI11208,3
Writing Contemporary Femininities: Experiments in Waywardness (PG Version),ENLI11209,6
Decolonization and the Novel (PG Version),ENLI11211,2
Global Modernisms: Inter/National Responses to Modernity (PG Version),ENLI11212,4
Modern Love: Victorian Poetry and Prose (PG Version),ENLI11213,6
The Novel in the Romantic Period: Gender, Gothic, and the Nation (PG Version),ENLI11215,4
MSc by Research in English Literature II Dissertation (30K words),ENLI11228,NA
Contemporary Science Fiction (PG Version),ENLI11233,4
Literature, Reading, Mental Health (PG Version),ENLI11235,6
Fiction and Espionage,ENLI11236,3
Global LGBT Fiction,ENLI11241,3
Illness Narratives through History (PG version),ENLI11248,7
Paradise Lost,ENLI11249,2
Postcritique: From Theory to Practice,ENLI11255,13
Medical Ethics in Literature,ENLI11257,6
Modern and Contemporary Life-Writing (PG),ENLI11262,15
Beastly Writing: Animals, Literature, Modernity,ENLI11264,3
Commodities of Empire: Colonialism, Ecology, Culture,ENLI11265,4
Waste and Modernity: Dispatches from the Sewers of Literature,ENLI11267,3
Education and Empire: Decolonising the Mind,ENLI11268,4
The American Novel 1970-2010,ENLI11271,6
21st Century Black American Fiction,ENLI11272,3
Great Victorian Novel,ENLI11274,13
Rethinking the Early Modern Book,ENLI11275,1
Mutable Bodies in Modern and Contemporary Literature,ENLI11277,3
Writing in/as Translation,ENLI11278,15
Topics in Global Change,ENVI10001,45
Introduction to Three Dimensional Climate Modelling,ENVI11002,12
Practical Software Development,EPCC11001,47
Message-Passing Programming,EPCC11002,48
Threaded Programming,EPCC11003,50
HPC Architectures,EPCC11004,47
Fundamentals of Data Management,EPCC11005,37
Numerical Algorithms for High Performance Computing,EPCC11006,26
Design and Analysis of Parallel Algorithms,EPCC11007,34
Project Preparation,EPCC11008,51
Performance Programming,EPCC11009,38
Parallel Design Patterns,EPCC11010,40
Advanced Parallel Techniques,EPCC11011,46
Advanced Message-Passing Programming,EPCC11012,31
Machine Learning at Scale,EPCC11013,14
High Performance Data Analytics,EPCC11014,40
Dissertation (High Performance Computing),EPCC11015,NA
Dissertation (HPC with Data Science),EPCC11016,NA
Software Development,EPCC11018,NA
Practical Introduction to Data Science (short course),EPCD11004,NA
Equine Science Dissertation,EQSC11036,12
Research Methods Data Analysis (Equine Science),EQSC11046,NA
Equine Behavioural Medicine,EQSC11047,8
Equine Behaviour, Welfare and Ethics,EQSC11048,24
Equitation Science,EQSC11049,NA
Equine Reproduction,EQSC11050,18
Equine Orthopaedics,EQSC11051,15
Equine Exercise Physiology,EQSC11052,NA
Equine Digestion and Nutrition,EQSC11053,18
Evolutionary Biology Synoptic Examination,EVBI10001,8
Evolutionary Biology Research Project,EVBI10008,8
Trees of Life,EVBI10009,18
Human Evolutionary Genomics,EVBI10010,19
Applied Ecology and Evolution,EVBI10011,29
Forensic Medicine & Science,FREN07001,NA
Geomorphology,GEGR08002,88
Economic and Political Geography,GEGR08003,125
Social and Cultural Geography,GEGR08004,100
Human Geography,GEGR08007,211
Fundamental Methods in Geography,GEGR08009,149
Physical Geography,GEGR08010,220
Global Change,GEGR08011,106
Research Skills in Physical Geography,GEGR08012,36
Environmental Geography,GEGR08013,38
The Nature of Geographical Knowledge,GEGR09012,115
Key Methods in Physical Geography,GEGR09018,31
Physical Geography Year 3 Field Course (Spain),GEGR09019,30
Key Methods in Human Geography,GEGR09020,79
Fieldwork in Human Geography (A),GEGR09025,37
Fieldwork in Human Geography (B),GEGR09026,19
Catchment Water Resources,GEGR10023,13
Geography Dissertation,GEGR10053,133
Geography in the Archive,GEGR10064,24
Physical Geography Fieldwork: Iceland,GEGR10072,22
Glacial Processes and Geomorphology,GEGR10075,24
Encountering Cities,GEGR10102,43
People, landscape change and settlement: the last 15,000 years,GEGR10107,11
Development and Decolonization in Latin America,GEGR10114,42
Space, place and sensory perception,GEGR10116,21
Writing Landscape,GEGR10118,27
Ice and Climate,GEGR10119,18
Geography, Science, Civil Society,GEGR10120,107
Environmental Justice,GEGR10123,45
Land and Landscape: Explorations in Society and Nature,GEGR10125,26
Geographies of the Border,GEGR10126,29
The Blue Humanities: Studying the Sea,GEGR10128,45
Geographies of Mobility,GEGR10129,29
Data Science for Geographers,GEGR10130,13
Research Design for Physical Geography,GEGR10131,41
The Art of Listening: Advanced Qualitative Research,GEGR10132,25
Fundamentals of Research Design,GEGR10133,79
Researching with Media,GEGR10134,24
Eroding Landscapes: Mountains, Hills and Rivers,GEGR10136,18
Principles of Geographical Information Science,GEGR10137,34
The Geography of Health,GEGR10138,43
Volcanoes, Environment and People,GEGR10139,37
Geographies of Food,GEGR10140,37
Queer Geographies: Spatialising Sexuality and Gender,GEGR10141,11
Problematising Environment and Society,GEGR10142,42
Religion, Place and Politics,GEGR10144,1
Political Ecology,GEGR11001,34
Genetics of Host-Parasite Interactions,GENE10004,7
Genetics Library Project,GENE10011,6
The Cell Cycle: DNA Replication, Segregation and Checkpoints,GENE10015,16
Genetics Research Project,GENE10019,6
Breast Surgery,GENS12001,16
Endocrine Surgery,GENS12002,16
Oesophago-gastric Surgery,GENS12003,16
Colorectal Surgery,GENS12004,16
Hepatopancreatobiliary Surgery,GENS12005,16
Vascular & Transplant Surgery,GENS12006,16
Emergency Trauma & General Surgery & Critical Care 1&2,GENS12007,16
Emergency Trauma & General Surgery & Critical Care 3,GENS12008,22
Core Academic Activity,GENS12009,22
Specialist Academic Activity,GENS12010,24
The Dynamic Earth,GESC08003,126
Self-Designed Learning (10 credits; SCQF level 10; GeoSciences),GESC10001,NA
Project Design and Literature Analysis,GESC11001,18
Geoscience Research Project,GESC11002,7
Frontiers in Earth Science,GESC11003,7
MEarthSci field training,GESC11004,3
Research Methods and Transferable Skills,GESC11005,3
Energy & Society II; Methods and Applications,GESC11009,20
Energy & Society I; Key Themes and Issues,GESC11010,32
Geophysics Project for Placement Students,GESC11014,3
Coastal Environments and Communities,GESC11016,24
Global Health Challenges: An Introduction,GLHE11006,24
The burden of diabetes in the developing world - epidemiology to strategic management,GLHE11009,NA
Evidence-based medicine,GLHE11012,NA
Epidemiology for Health Professionals,GLHE11016,NA
Introduction to Qualitative Research Methods,GLHE11017,50
Global eHealth Dissertation,GLHE11041,NA
Evaluation of Global Health & Development Programmes,GLHE11048,26
Introduction to Epidemiology and Statistics,GLHE11063,39
Noncommunicable Disease in a Global Context,GLHE11065,8
Foundations of Family Medicine,GLHE11071,27
Applied Principles of Family Medicine,GLHE11072,NA
Professionalism in Family Practice,GLHE11073,24
MPH (online) Dissertation,GLHE11074,31
Maternal and Child Health in a Global Context,GLHE11076,9
Family Medicine Approach to Non-Communicable Disease,GLHE11077,36
Family Medicine Approach to Maternal and Child Health,GLHE11078,32
Family Medicine Approach to Patients with Complex Needs,GLHE11079,27
Migration and Health,GLHE11080,17
Global Challenges in Healthy Ageing,GLHE11082,6
Family Medicine Research Methods,GLHE11084,NA
Family Medicine Research Project,GLHE11085,NA
Introduction to Global Mental Health,GLHE11087,13
Global Challenges: Integrating Sustainable Development SLICC (Health),GLHE11090,2
Applying Evidence-Based Practice in Family Medicine,GLHE11092,26
Methodologies to Improve Family Medicine Practice,GLHE11093,15
Family Medicine Project,GLHE11094,15
Orientation Course,GMED11035,NA
Literature Review and Project Plan,GMED11036,1
Poster Presentation,GMED11037,1
Research Seminar,GMED11038,1
Audited Lab Book,GMED11040,NA
Greek 1A,GREE08003,41
Greek 1B,GREE08004,34
Greek 1C,GREE08005,12
Greek 1D,GREE08006,12
Greek 2A,GREE08007,7
Greek 2B,GREE08008,24
Greek 2a Ex-Beginners,GREE08009,18
Greek Tragedy,GREE10001,16
Lyric,GREE10003,9
Lyric,GREE10003,1
Greek Language (A),GREE10009,12
Greek Language (B),GREE10010,5
Early Greek Philosophy,GREE10014,13
Greek 1Ha,GREE10017,1
Greek 1HB,GREE10018,2
Greek 2Ha,GREE10027,NA
Greek 2Hb,GREE10028,NA
Greek Literature of the Roman Empire,GREE10029,18
Introduction to data science in health and social care,HEIN11037,59
Introduction to statistics in health and social care,HEIN11039,42
Data visualisation: knowledge transfer,HEIN11040,34
Health and social care delivery and organisation,HEIN11041,7
Managing and leading data-driven innovation,HEIN11042,NA
Digital technologies in health and social care,HEIN11043,14
Data standards and core technologies in health and social care,HEIN11044,NA
Introduction to software development in health and social care,HEIN11045,NA
User-driven service design in health and social care,HEIN11046,23
Data security and protection in health and social care,HEIN11047,15
Introduction to databases and information systems,HEIN11048,18
Entrepreneurship and data-driven innovation,HEIN11049,4
Working with data types and structures in Python and R,HEIN11050,NA
Dissertation (Data science for health and social care),HEIN11053,14
Systems thinking,HEIN11054,26
Big data analytics,HEIN11055,25
Implementation science: putting evidence-based interventions into practice,HEIN11056,10
Research design in data science for health and social care,HEIN11057,26
Data Ethics in Health and Social Care,HEIN11059,25
Health Data Science,HEIN11060,67
Health Data Science,HEIN11060,63
Health Data Science,HEIN11060,14
Credits Awarded for Taught Courses [University of Glasgow] Introduction to Epidemiology [20 credits] MED5027/MED5433,HEIN11061,NA
Applied Software Development in Health and Social Care,HEIN11062,37
Evaluating Digital Transformation,HEIN11063,48
Foundations of software development in health and social care,HEIN11066,52
Data Types and Structures in Python and R,HEIN11068,40
Work-based placement (Data-Driven Innovation),HEIN11070,4
Data-Driven Innovation (Student-Led Individually-Created Course),HEIN11071,NA
Service Transformation: People, Processes, and Technology,HEIN11076,49
History of Art 1A Art and Belief in Europe, 500 to 1700,HIAR08025,233
History of Art 1B Art at the Crossroads of World Cultures 600 to 1700,HIAR08026,235
History of Art 2A Reason, Romance, Revolution: Art from 1700 to 1900,HIAR08027,206
History of Art 2B From Modernism and the Avant-Gardes to Postmodernism and Globalisation,HIAR08028,170
Fine Art Dissertation,HIAR10005,24
Dissertation (History of Art and Combined Degrees),HIAR10006,90
Antiquity Recovered: Imag(in)ing Pompeii and Herculaneum,HIAR10008,16
The Detailed Imagination: Netherlandish Painting in the Age of Jan van Eyck,HIAR10013,23
Expanding Vision: Visual Culture in France from the Limbourgs to Leonardo,HIAR10014,22
Europe 1900: Nationalism and Decadence at the Fin-De-Siecle,HIAR10029,19
Scottish Art in the Age of Change 1945-2000,HIAR10035,15
The Renaissance Body,HIAR10053,21
The Aesthetics and Politics of Contemporary Art,HIAR10065,21
Sexual Politics and the Image,HIAR10066,19
Sinners, Saints and Seers: Scottish, Irish and English art from 600-900,HIAR10068,19
Eve's Children: Art and Gender 600-1400,HIAR10084,22
MA Fine Art Studio 5,HIAR10102,24
MA Fine Art Research 5,HIAR10103,24
Chinese Painting and Calligraphy: The Elite World of China,HIAR10106,15
Modern Art in Shanghai, 1840-1930,HIAR10107,8
Romanticism to Expressionism,HIAR10108,20
How to Make Italian Renaissance Art: Media, Methods and Materials in Theory and Practice 1400-1550,HIAR10114,19
Orientalism and Visual Culture,HIAR10119,21
Avant-Gardes and Individuals: Art in France, 1886-1900,HIAR10120,19
Caravaggio, 'the man who came to destroy painting,?,HIAR10122,19
Golden Age Spain: Art, Politics and Religion,HIAR10124,18
Picturing Authority: Art and Politics at the Tudor and Stuart Courts,HIAR10134,20
Breaking Frames: Women in Dada and Surrealism,HIAR10135,20
Radical Nature: art and ecology from Joseph Beuys to the Present Day,HIAR10145,21
Poetics, Piety, Politics: Approaching Indian Painting 1500-1900,HIAR10149,7
Blood, bones, and bodies: Buddhist relics in Asia,HIAR10155,11
Curating Contemporary Art: Histories, Theories and Practice,HIAR10156,23
History of Art Work Placement,HIAR10157,15
Analysing Art History: Texts, Objects, Institutions (Non-Compulsory Year Abroad),HIAR10162,NA
Visions of the Buddha: Religious Art in Medieval Japan,HIAR10163,19
Art, Culture and Inequality,HIAR10164,20
The Arts in the Age of the Great Caliphs 650-1250,HIAR10165,20
Stars, Robots, and Talismans: Science, Magic & Medieval Islamic Visual Culture,HIAR10166,9
Romantics, Rebels and Revivalists: From Highland Glen to Scotland's Shrine, Scottish Art 1850-1927,HIAR10169,20
Analysing Art History: Texts, Objects, Institutions, Part Two,HIAR10170,98
Analysing Art History: Texts, Objects, Institutions, Part One,HIAR10171,119
Bad Painting: Humour, Sarcasm and Stupidity in Modern and Contemporary Art,HIAR10172,20
The Art of Revolution: A Century of Russian Visual Culture,HIAR10174,20
The Performative Turn: Performance and Live Art since 1945,HIAR10175,18
Images Under Control: Aesthetics of Digital Culture,HIAR10180,22
Brutalisms,HIAR10191,17
Aztec Imperial Art,HIAR10195,17
The Politics of Postwar Abstraction: Diaspora, Decolonisation, Liberation,HIAR10196,20
The Making of 'Black British' Art and Film,HIAR10197,9
Wartime: Military encounters in British art from the Seven Years' War (1756-63) to the Battle of Waterloo (1815) [L10],HIAR10198,11
The Modern Art Museum (Level 10),HIAR10199,19
Feminist Avant-gardes of the 1970s,HIAR10200,20
Empire, Colony, Art: South Asia's Long Nineteenth Century,HIAR10201,17
From Versailles to La Guillotine: Visualising the Cost of Luxury, 1682-1804,HIAR10202,21
Latin American 'Photographies',HIAR10203,12
The Power in Small Things, 1700-1900,HIAR10204,15
Utopia Zones: Modernism and Abstraction (Level 10),HIAR10205,15
African Photography: Core Themes,HIAR10206,20
Impressionism and the Third Republic, Culture, Politics and Social Change, 1865-1900,HIAR11021,17
Supervised Research in History of Art 1,HIAR11026,1
Supervised Research in History of Art 2,HIAR11027,1
MSc by Research in History of Art Dissertation,HIAR11028,10
Art and Sexuality in Renaissance Italy,HIAR11034,15
Theorising Contemporary Art,HIAR11036,13
Research: Theories and Methods,HIAR11037,71
The Cultures and Politics of Display,HIAR11038,78
Expanding the Book: Image and Literacy in Valois France,HIAR11040,12
The Celtic Question : Art in early Britain and Ireland,HIAR11043,18
Art and Society in the Contemporary World: China,HIAR11054,22
Scottish Art Since the 1960s: Practice and Debate,HIAR11066,9
Work-based Dissertation in History of Art (MSc in History of Art, Theory and Display),HIAR11071,NA
Work-based Dissertation in History of Art (MSc in Art in the Global Middle Ages),HIAR11072,NA
Work-based Dissertation in History of Art (MSc in Modern and Contemporary Art: History, Curating, Criticism),HIAR11079,NA
Picturing Authority: Art and Politics at the Tudor and Stuart Courts,HIAR11082,9
Scottish Medieval and Renaissance Architecture,HIAR11085,3
Art and Cultural Exchange in Mughal India 1500-1900,HIAR11092,2
Collections: Theories, Practices and Methods,HIAR11093,9
Guided Research Placement,HIAR11094,9
The Aesthetics of Difference: Post-Colonial Perspectives from the 19th to the 21st century,HIAR11095,18
Around 900: The Early Islamic West in a Global Context,HIAR11099,6
Utopia Zones: Modernism and Abstraction,HIAR11100,13
Art for the Afterlife: Buddhist Relics in Asian Material Culture,HIAR11105,14
Art and Digital Culture,HIAR11106,16
Inequality in the arts: Understanding the production and consumption of culture.,HIAR11107,19
Verdant Landscapes: Early Modern Land Imaginaries,HIAR11108,12
Global Rome,HIAR11112,12
Approaching World Objects,HIAR11113,11
History of Art MSc Dissertation,HIAR11114,82
Chinese Ink Art in the Twentieth and Twenty-First Centuries,HIAR11123,20
The Modern Art Museum (Level 11),HIAR11124,21
Women Artists and Surrealism,HIAR11125,14
History of Art Work Placement (Level 11),HIAR11126,29
Wartime: Military encounters in British art from the Seven Years' War (1756-63) to the Battle of Waterloo (1815) [L11],HIAR11127,5
Archives of Dissent, Repertoires of Resistance: Photography and Civil Rights,HIAR11131,19
Charlatans and Connoisseurs: the development of the modern art market from Gambart to Kahnweiler (Level 11),HIAR11132,13
From Versailles to Napoleon III: Visualising the Cost of Luxury, 1682-1873,HIAR11133,16
Images, Politics and the Contemporary African Public Sphere,HIAR11134,3
Medieval Scotland,HIST07001,NA
The Historian's Toolkit,HIST08032,422
Early Modern History: A Connected World,HIST08034,354
Medieval Worlds: A Journey through the Middle Ages,HIST08035,278
The History of Edinburgh: From Din Eidyn to Festival City,HIST08036,133
Britain, Ireland and Empire c. 1800-2000,HIST08040,102
Global Connections since 1450,HIST08041,74
Themes in Scottish History since 1560,HIST08042,67
Themes in Modern European History,HIST08043,209
Introduction to Historiography,HIST08044,360
History of the United States,HIST08045,183
India 1700 - 1947: Raj, Rebellion and Ryot,HIST10039,46
Post-Colonial South Asia,HIST10040,20
Gandhi and Popular Movements in India 1915-1950,HIST10092,16
The United States in the 1960s,HIST10103,25
Black Nationalism in America,HIST10116,23
The American Civil Rights Movement,HIST10155,13
The Making of Modern Ireland, c.1798-1940: Politics and Society,HIST10281,27
Restoration Spain, 1875-1923,HIST10302,20
The Rise of the Right in the United States, c.1945-c.1990,HIST10306,16
The United States in Vietnam: History and Consequences,HIST10308,29
History Dissertation,HIST10309,291
The American Civil War: History and Memory,HIST10334,28
Stalin's Russia, 1921-1941,HIST10336,29
Revolutionary Russia, 1861-1921,HIST10337,25
War and Memory in the Twentieth Century,HIST10341,45
Wine in Global History: Regulation, Consumption and Contention,HIST10349,16
The Conquest Generation, 1087-1135: England and Henry I,HIST10356,15
The Great Irish Famine 1845-1852: Hunger, Modernity and Exile,HIST10362,31
In Search of Modern Selves: Psychiatry and Psychotherapies in India and Japan, 1880 - the Present,HIST10372,15
Improving the Nation. Change and Modernisation in Scotland, 1660-1730,HIST10379,19
Modernity and Genocide,HIST10380,24
The White Man's Burden: Race, Gender and the Victorian Empire,HIST10383,24
Dreams and nightmares: the culture and politics of postwar Europe, 1945-1975,HIST10385,30
Print Culture and the Enlightenment: Edinburgh and London, 1710-1814,HIST10389,24
Culture and the Arts in Post-war Scotland,HIST10390,14
Damnation and redemption in the medieval world: a journey through Dante's Inferno and Purgatorio,HIST10403,15
Culture and Society in Early Modern China,HIST10412,19
Merchants, Pirates and Crusaders in the late medieval Mediterranean,HIST10415,25
Revolutionary America, 1763-1815,HIST10416,50
Beyond Dictatorship: Human Rights in Latin America,HIST10422,46
Historical Skills and Methods II,HIST10425,283
Historical Skills and Methods I,HIST10426,232
Medicine and health in the early Middle Ages,HIST10429,14
Bestiary: Animals in the Middle Ages,HIST10433,25
Science and Empire: from Enlightenment to Decolonisation, 1750-1965,HIST10434,20
Empire of emancipation: the British Empire in the 'age of reform', 1828-1848,HIST10435,29
No such thing as a free gift: a long history of donation,HIST10436,39
Chinese Whispers: China in Western Minds since 1300,HIST10438,15
The Era of the Witness: Trauma in Contemporary History,HIST10444,30
Place and Displacement: Histories of Refugees and Humanitarianism in 20th Century Africa,HIST10449,14
The End of an Empire: The Fall of Constantinople in 1453,HIST10450,15
Unions, Revolutions and Enlightenment: Developments in Political Thought in Early Modern Scotland,HIST10451,13
Better Worlds? Ancient to Early Modern Utopias,HIST10457,25
War, Commerce, Liberty, and Empire: European Political Thought, from Mandeville to Marx (c. 1700 - c. 1850),HIST10464,15
African Intellectual History, c. 1600-1970,HIST10465,14
Characters and Caricatures: The Printed Image in England, 1700-1820,HIST10466,25
Pictures and Propaganda: The Printed Image in England, 1500-1700,HIST10467,23
Medieval Voices: Politics, Literature and Society in Early Stewart Scotland. 1371-1488,HIST10468,10
The Rise and Fall of the Human Empire? The History of the Anthropocene,HIST10469,21
Ottoman Modernities: Society, Economy, Culture in the 19th Century,HIST10472,19
Making Men: The History of British Masculinity, c. 1700-1900,HIST10477,14
Carnival in the Atlantic World: Play, Power and Politics,HIST10479,21
Revolutionary Britain, 1626 - 1691,HIST10483,15
The English Discovery of Russia, 1553-1648,HIST10484,50
Adolescence in Medieval Europe,HIST10485,25
'Sexperts' and Scientific Publics in the Global Twentieth Century,HIST10486,30
Slavery and Forced Labour in the British Atlantic World,HIST10488,23
Revolution and Reform in the Modern Middle East,HIST10489,48
Globalisation Before Modernity? The World of the Silk Roads, 900-1400,HIST10490,14
Introduction to The Modern History of Sexuality,HIST10492,49
Universal Khans: Life & Society in the Mongol World Empire, 1200-1400,HIST10494,49
The Doomed Kingdom: Power, Law and Religion in Early Medieval Europe,HIST10495,32
Sex, Decadence and Decay in Weimar Germany,HIST10496,15
History, Memory, and Everyday Life,HIST10497,15
Global Scotland: Empire, Encounter, Enslavement, 1650-1850,HIST10498,15
War and History, c.1350-c.1650,HIST10499,12
Year abroad work for degrees in languages and history: Historiography,HIST10501,28
Year abroad work for degrees in languages and history: Research,HIST10502,32
Water and Society in Pre-Modern Eurasia,HIST10503,20
Revelry and Riot: Popular Culture in Britain, c.1400-1800,HIST10504,23
African Environmental History,HIST10505,18
India in the 18th and 19th Centuries: From Mughal Empire to British Empire,HIST10506,16
Britons at War: The Construction of Identities in the Two World Wars,HIST10507,14
Gazing West: Scotland and the Atlantic in the Seventeenth Century,HIST10508,20
Oceanic Histories and Monsoon Cultures: The Indian Ocean, 700-1750 CE,HIST10511,10
Integrative Biomedical Sciences 1,IBMS07001,146
Introduction to Cellular and Molecular Biology 1,IBMS08001,148
Credits Awarded for Taught Courses [Zhejiang University] 2,IBMS08004,146
Global Challenges,IBMS08005,NA
Biomedical Genetics 2,IBMS08006,139
Microorganisms and Immunity 2,IBMS08007,95
Building an Organism 2,IBMS08008,95
Integrated Function of Body Systems 2,IBMS08009,150
Applied Biomedical Sciences 2,IBMS08010,97
Introduction to Biomedical Informatics 1,IBMS08011,63
Biomedical Horizons,IBMS08012,82
Database and Software Technology 2,IBMS08013,47
Genomics and Proteomics 2,IBMS08014,49
Applied Data Science 2,IBMS08015,47
Human Disease: From Research to Clinic 3A,IBMS09001,91
Human Disease: From Research to Clinic 3B,IBMS09002,91
Principles of Neuroscience 3,IBMS09003,65
Molecular Biology and Epigenetics 3,IBMS09004,115
Endocrine and Reproductive Biology 3,IBMS09005,18
Infection 3,IBMS09006,68
Integrative Biomedical Sciences 3,IBMS09007,133
Biomedical Informatics 3,IBMS09008,42
Computational Biology and Systems Biology 3,IBMS09009,42
Integrative Biomedical Sciences 4,IBMS10003,117
Integrative Biomedical Sciences Project Preview,IBMS10005,117
Ion Channel Biology 4,IBMS10006,NA
Stem Cells and Regenerative Medicine 4,IBMS10007,35
Integrative Biomedical Sciences Research Project,IBMS10008,117
Biomedical Image Analysis 4,IBMS10010,71
Brain, Cognition and Artificial Intelligence 4,IBMS10011,11
Future Perspectives 4,IBMS10012,117
Biomedical Disorders 2,IBMS12001,7
Biomedical Disorders 3,IBMS12002,11
Principles of Clinical Pharmacology,IMED11001,40
Science of Medicine,IMED11003,40
Principles of Laboratory Medicine,IMED11004,40
Acute Medicine and Clinical Decision Making,IMED11005,30
Imaging in Medicine,IMED11006,40
Clinical Skills Principles,IMED11007,29
Cardiology,IMED11008,23
Oncology,IMED11009,13
Gastroenterology,IMED11010,28
Diabetes and Endocrinology,IMED11012,20
Respiratory,IMED11013,22
Clinical Genetics,IMED11014,NA
Renal Medicine,IMED11015,27
Haematology,IMED11016,13
Neurology,IMED11017,30
Dissertation MSc Internal Medicine,IMED11018,6
Advanced Research Methods,IMED11019,30
Improving Diagnosis,IMED11020,29
Intensive Care,IMED11021,14
Cerebrovascular Medicine,IMED11022,7
Principles of Quality Improvement in Healthcare,IMED11023,12
Skills for Evidence Based Practice,IMED11024,40
Clinical Education and Teaching,IMED11025,NA
Dermatology,IMED11026,NA
Rheumatology,IMED11027,13
Advanced Prescribing,IMED11028,NA
Clinical Psychiatry,IMED11029,8
Palliative Care and Symptom Management,IMED11030,20
Introductory Arabic Language,IMES07001,20
Introductory Arabic Language,IMES07001,12
Introductory Arabic language 2,IMES07003,4
Arabic 2,IMES08006,35
Persian 2,IMES08007,4
Arabic 2 (VS1),IMES08022,NA
Arabic 1a,IMES08026,74
Arabic 1b,IMES08027,56
Islamic History A: The Formation of the Islamic World,IMES08033,84
Islamic History B: From the Crusades to the 'Gunpowder Empires',IMES08034,84
Modern Middle Eastern History A: Domestic Transformation and International Challenges,IMES08036,109
Modern Middle Eastern History B: Postwar Independence and Conflict,IMES08037,168
Arabic 2 (VS2),IMES08039,1
Persian 1a,IMES08046,10
Persian 1b,IMES08047,8
Turkish 1A,IMES08048,8
Turkish 1B,IMES08049,4
Introduction to Islam,IMES08050,33
Islamic and Middle Eastern Cultures,IMES08051,51
Turkish 2a,IMES08052,1
Turkish 2b,IMES08053,1
Classical Arabic Literature,IMES10004,8
Modern Persian Literature,IMES10009,1
Arabic Oral,IMES10024,16
IMES Dissertation (Part 2),IMES10028,12
Arabic 4,IMES10040,16
Arabic Coursework Essay,IMES10054,8
IMES Long Essay,IMES10059,2
Modern Persian Literature and 'Modern' Iran,IMES10061,3
Islam Through the Arts,IMES10074,9
Advanced Persian,IMES10081,1
The Qur'an - Islam's Holy Book,IMES10086,7
Reading Arab Feminist Texts: Key Debates on Women's Rights in the Arab World,IMES10093,10
Persian Language Acquisition Through Residence/Study Abroad (Full Time),IMES10096,NA
Persian Coursework Essay,IMES10097,2
History and Culture of Iran,IMES10099,12
Muslim Societies in Southeast Asia,IMES10106,14
Regional Perspectives in a Globalised Muslim World,IMES10107,14
International, Transnational and Globalised Dynamics of the Muslim World,IMES10108,15
Muslim Africa in Global Perspective,IMES10109,12
Unfolding Afghanistan in a Globalised Context,IMES10110,9
Gulf Histories, Cultures, and Societies,IMES10112,15
MSc Islamic and Middle Eastern Studies Dissertation,IMES11014,12
MSc by Research in Islamic and Middle Eastern Studies Dissertation,IMES11019,NA
Critical Readings in Islamic and Middle Eastern Studies,IMES11044,11
Modern Persian Literature and 'Modern' Iran (PG Version),IMES11070,1
The Qur'an - Islam's Holy Book (PG version),IMES11078,3
The History and Culture of Iran,IMES11080,4
Islam Through the Arts - PG Version,IMES11091,2
Regional Perspectives in a Globalised Muslim World,IMES11099,5
International, Transnational and Globalized Dynamics of the Muslim World,IMES11100,3
Muslim Societies in Southeast Asia,IMES11101,3
MSc Globalised Muslim World Dissertation,IMES11102,1
Arabic 1a for PG Credit,IMES11103,4
Arabic 1b for PG Credit,IMES11104,4
Arabic 2a for PG Credit,IMES11105,NA
Arabic 2b for PG Credit,IMES11106,NA
Persian 1A for PG Credit,IMES11107,2
Persian 1B for PG Credit,IMES11108,1
Persian 2A for PG Credit,IMES11109,NA
Persian 2B for PG Credit,IMES11110,1
Turkish 1A for PG Credit,IMES11111,NA
Turkish 1B for PG Credit,IMES11112,NA
Turkish 2A for PG Credit,IMES11113,NA
Turkish 2B for PG Credit,IMES11114,NA
Research Methods and Dissertation Writing on the Muslim World,IMES11117,2
Muslim Africa in Global Perspective (PG),IMES11118,1
Unfolding Afghanistan in a Globalised Context,IMES11119,5
Gulf Histories, Cultures, and Societies,IMES11121,5
Research Skills and Dissertation Training in Islamic and Middle Eastern Studies,IMES11122,11
Immunobiology of Malaria,IMMU10007,17
