courseName,courseCode,cohortSize
Stem cells, haematopoiesis and immune therapy,IMMU10011,25
Therapeutic Immunology,IMMU10012,35
Th2 in Immunity, Allergy and Health,IMMU10013,20
Immunology Research Project,IMMU10014,35
Experimental Immunology,IMMU10015,35
Molecular and Cellular Immunology,IMMU10016,35
Year 1 Engagement for Impact 1,IMSE11001,NA
Year 2 Engagement for Impact II,IMSE11002,NA
Year 3 Engagement for Impact III,IMSE11003,2
Year 4 Engagement for Impact IV,IMSE11004,2
Pathogen strategies for transmission and survival,INAH11001,5
Host responses to infection,INAH11002,6
Zoonotic disease,INAH11004,17
Zoonotic disease,INAH11004,5
Control of economically important parasites,INAH11006,NA
New developments in epidemiology and the control of vector borne disease,INAH11007,NA
Wildlife animal health and environment,INAH11008,11
Project planning and decision support for animal disease control,INAH11013,NA
Dissertation (International Animal Health),INAH11015,4
Introduction to GIS and spatial data analysis,INAH11017,5
Pastoralism and Herd Health,INAH11021,NA
Surveillance and control of transboundary diseases affecting international trade,INAH11023,1
An introduction to transboundary diseases and their impact on trade and wildlife populations,INAH11024,19
Socioeconomic Principles for One Health,INAH11025,NA
An introduction to vaccinology,INAH11026,1
Applied Veterinary Epidemiology,INAH11027,4
Data Science, Technology and Innovation Dissertation,INFD11003,14
Introductory Applied Machine Learning,INFD11005,32
Natural Computing,INFD11007,17
Practical Introduction to High Performance Computing,INFD11009,36
Practical Introduction to Data Science,INFD11010,54
Message Passing Programming,INFD11011,15
Threaded Programming,INFD11012,14
Dissertation (DSTI - EPCC),INFD11013,8
Informatics Project Proposal,INFD11014,24
Practical Introduction to Data Science (short course),INFD11015,NA
Programming Skills,INFD11016,42
Software Development,INFD11017,29
Parallel Design Patterns,INFD11020,3
Performance Programming,INFD11021,9
Advanced Message Passing Programming,INFD11022,8
Advanced Parallel Techniques,INFD11023,3
Design and Analysis of Parallel Algorithms,INFD11024,7
Numerical Algorithms for High Performance Computing,INFD11025,7
Project Preparation (HPC and HPC with Data Science),INFD11026,8
Project Preparation (DSTI),INFD11027,6
Dissertation (High Performance Computing),INFD11028,3
Dissertation (HPC with Data Science),INFD11029,4
Informatics 2D - Reasoning and Agents,INFR08010,140
Informatics 1 - Cognitive Science,INFR08020,231
Informatics 1 - Introduction to Computation,INFR08025,373
Informatics 2 - Introduction to Algorithms and Data Structures,INFR08026,264
Informatics 2C - Introduction to Computer Systems,INFR08027,238
Informatics 1 - Object Oriented Programming,INFR08029,360
Informatics 2 - Foundations of Data Science,INFR08030,226
Discrete Mathematics and Probability,INFR08031,214
Informatics 2 - Software Engineering and Professional Practice,INFR08032,195
Informatics Experiential Learning (Level 8),INFR08033,NA
System Design Project,INFR09032,171
Informatics Large Practical,INFR09051,251
Entrepreneurship and Innovation Project,INFR09053,57
Professional Issues (Level 10),INFR10022,224
Honours Project (Informatics),INFR10044,227
MInf Project (Part 1),INFR10051,39
Algorithms and Data Structures,INFR10052,60
Computational Cognitive Science,INFR10054,NA
Software Testing,INFR10057,113
Introduction to Theoretical Computer Science,INFR10059,33
Elements of Programming Languages,INFR10061,56
Software Design and Modelling,INFR10064,72
Compiling Techniques,INFR10065,133
Computer Security,INFR10067,254
Computer Communications and Networks,INFR10074,191
Computer Architecture and Design,INFR10076,51
Computing in the Classroom,INFR10077,27
Foundations of Natural Language Processing,INFR10078,164
Operating Systems,INFR10079,158
Introduction to Databases,INFR10080,122
Honours Project (Data Science Graduate Apprenticeship),INFR10081,5
Informatics Project Proposal (Graduate Apprenticeship),INFR10082,5
Work-Based Professional Practice C in Data Analytics,INFR10083,5
Informatics Experiential Learning (Level 10),INFR10084,NA
Introduction to Mobile Robotics,INFR10085,107
Machine Learning,INFR10086,105
Modelling of Systems for Sustainability,INFR10088,32
Modelling Concurrent Systems (Level 10),INFR10089,12
Reinforcement Learning,INFR11010,105
Human-Computer Interaction (Level 11),INFR11017,116
Algorithmic Game Theory and its Applications,INFR11020,75
Parallel Programming Languages and Systems (Level 11),INFR11023,25
Automatic Speech Recognition,INFR11033,61
MSc Dissertation (Informatics),INFR11077,253
Extreme Computing,INFR11088,149
MInf Project (Part 2),INFR11093,51
Case Studies in Design Informatics 1,INFR11094,75
Case Studies in Design Informatics 2,INFR11095,9
Masters Dissertation (Design Informatics),INFR11097,33
Secure Programming,INFR11098,65
Introduction to Quantum Computing,INFR11099,50
Types and Semantics for Programming Languages,INFR11114,29
Credits Awarded for Taught Courses [Heriot Watt University] 1,INFR11116,NA
Credits Awarded for Taught Courses [Heriot Watt University] 2,INFR11117,NA
Accelerated Natural Language Processing,INFR11125,130
Formal Verification,INFR11129,14
Machine Learning and Pattern Recognition,INFR11130,121
Introduction to Modern Cryptography,INFR11131,29
Machine Learning Practical,INFR11132,115
Probabilistic Modelling and Reasoning,INFR11134,58
Informatics Research Review,INFR11136,222
Image and Vision Computing,INFR11140,42
Blockchains and Distributed Ledgers,INFR11144,44
Text Technologies for Data Science,INFR11145,54
Informatics Project Proposal,INFR11147,245
Principles and Design of IoT Systems,INFR11150,21
Natural Language Understanding, Generation, and Machine Translation,INFR11157,108
Usable Security and Privacy,INFR11158,31
Bioinformatics 1,INFR11160,128
Natural Computing,INFR11161,92
Dissertation (HPC with Data Science),INFR11164,22
Dissertation (High Performance Computing),INFR11166,26
Performance Programming,INFR11167,NA
Software Development,INFR11172,43
Fundamentals of Data Management,INFR11176,NA
Programming Skills,INFR11177,30
Quantum Cyber Security,INFR11187,24
Individual Project in Advanced Natural Language Processing,INFR11192,10
Group Project in Advanced Natural Language Processing,INFR11193,10
Doing Research in Natural Language Processing,INFR11194,11
Issues in Clinical Data Modelling,INFR11195,10
Individual Research Project (Biomedical AI),INFR11197,11
Data-driven Business and Behaviour Analytics,INFR11198,46
Advanced Database Systems,INFR11199,52
Randomized Algorithms,INFR11201,29
Machine Learning Theory,INFR11202,62
Group Research Project (Biomedical AI),INFR11203,10
Individual Project in Advanced Natural Language Processing (80 credits),INFR11204,NA
Introductory Applied Machine Learning (Semester 2),INFR11205,90
Case Studies in AI Ethics (CSAI),INFR11206,52
Methods for Causal Inference,INFR11207,36
Security Engineering,INFR11208,38
Computational Neuroscience,INFR11209,53
Seminar in Cognitive Modelling,INFR11210,36
Applied Machine Learning,INFR11211,149
Advanced Robotics,INFR11213,40
Standards Compliant Software Development,INFR11214,6
Knowledge Graphs,INFR11215,29
Research Methods in Financial Computing,INFR11216,31
Advanced Database Systems (UG),INFR11217,43
Algorithmic Game Theory and its Applications (UG),INFR11218,44
Automatic Speech Recognition (UG),INFR11219,19
Introduction to Modern Cryptography (UG),INFR11221,12
Machine Learning Practical (UG),INFR11223,100
Machine Learning Theory (UG),INFR11224,45
Natural Language Understanding, Generation, and Machine Translation (UG),INFR11225,58
Parallel Programming Languages and Systems (Level 11) (UG),INFR11226,17
Quantum Cyber Security (UG),INFR11227,10
Security Engineering (UG),INFR11228,41
Text Technologies for Data Science (UG),INFR11229,45
Usable Security and Privacy (UG),INFR11230,13
Case Studies in AI Ethics (CSAI) (UG),INFR11231,3
Methods for Causal Inference (UG),INFR11234,3
Probabilistic Modelling and Reasoning (UG),INFR11235,31
Reinforcement Learning (UG),INFR11236,29
Seminar in Cognitive Modelling (UG),INFR11237,6
Blockchains and Distributed Ledgers (UG),INFR11238,39
Principles and Design of IoT Systems (UG),INFR11239,81
Privacy and Security with Machine Learning,INFR11240,20
Computer Graphics: Geometry and Simulation,INFR11241,23
Introduction to Quantum Programming and Semantics,INFR11242,14
Introduction to Quantum Programming and Semantics (UG),INFR11243,7
Computer Security (Level 11),INFR11244,30
Applied Cloud Programming,INFR11245,27
Computer Graphics: Rendering,INFR11246,68
Computer Graphics: Geometry and Simulation (UG),INFR11247,59
Modelling Concurrent Systems (Level 11),INFR11248,4
Applied Cloud Programming (UG),INFR11249,83
Image and Vision Computing (UG),INFR11251,11
Privacy and Security with Machine Learning (UG),INFR11252,2
Standards Compliant Software Development (UG),INFR11253,17
Social Determinants of Health and Public Policy,IPHP10001,13
Global Politics of Public Health,IPHP10002,17
International Public Health Policy Project,IPHP10004,10
Social Determinants of Health and Public Policy,IPHP11002,79
Global Politics of Public Health,IPHP11003,49
Dissertation - MSc Public Health Policy (Global Health),IPHP11005,NA
Dissertation - MSc Health Systems & Public Policy,IPHP11014,NA
Dissertation & MSc health inequalities and public policy,IPHP11021,NA
Dissertation - Dementia: International Experience, Policy and Practice,ISSH11017,NA
LEL2A: Linguistic Theory and the Structure of English,LASC08017,162
LEL2B: Phonetic Analysis and Empirical Methods,LASC08018,89
LEL2C: English in Time and Space,LASC08019,110
LEL2D: Cross-linguistic Variation: Limits and Theories,LASC08020,123
Linguistics and English Language 1A,LASC08022,268
Linguistics and English Language 1B,LASC08023,186
Sociolinguistics,LASC10002,92
Middle English,LASC10009,1
Simulating Language,LASC10018,31
Historical Linguistics,LASC10021,53
Dissertation in Language Sciences,LASC10024,61
First Language Acquisition (Honours),LASC10029,40
Second Language Acquisition (Honours),LASC10030,44
Origins and Evolution of Language (Hons),LASC10031,56
Reading Old English,LASC10049,30
Linguistic Fieldwork and Language Description,LASC10050,14
Third-year Project in Language Sciences,LASC10059,13
Dissertation Preparation Abroad,LASC10060,10
Speech Processing (Hons),LASC10061,74
Speech Synthesis,LASC10062,15
Dissertation Completion following Study Abroad,LASC10063,9
Pragmatics,LASC10067,47
Scots and Scottish English,LASC10072,29
Year Abroad Work for Degrees in Modern European Languages and Linguistics or English Language,LASC10073,5
Computer Programming for Speech and Language Processing,LASC10079,19
Syntax: Theory and Practice,LASC10084,22
Dialects of English in Britain and Ireland,LASC10085,32
Morphology,LASC10086,18
Phonological Theory,LASC10088,14
Current Issues in Phonology,LASC10089,5
Phonetics and Laboratory Phonology,LASC10090,26
History of Scots,LASC10098,20
Year Abroad Work for Degrees in Modern European Languages and Linguistics or English Language with dissertation,LASC10099,10
Language Variation and Change,LASC10102,27
Speech Production and Perception,LASC10104,9
Cognitive Linguistics,LASC10107,34
Methods in Theoretical Linguistics,LASC10109,18
Semantic Theory,LASC10110,32
Guided Research in Linguistics and English Language A,LASC10111,4
Guided Research in Linguistics and English Language B,LASC10112,3
Discourse Analysis,LASC10114,78
Online Experiments for Language Scientists,LASC10115,16
Guided Research in Linguistics and English Language C,LASC10116,12
Guided Research in Linguistics and English Language D,LASC10117,10
Data Analysis for Linguistics and English Language,LASC10121,31
Structure of a Language B,LASC10122,1
Structure of a Language A,LASC10123,12
First Language Acquisition,LASC11013,29
Second Language Acquisition,LASC11014,40
Issues in Applied Linguistics,LASC11028,20
Introduction to Phonology and Phonetics,LASC11031,39
Postgraduate Dissertation in English Language,LASC11032,9
Dissertation: MSc in Evolution of Language and Cognition,LASC11033,17
Dissertation: MSc in Developmental Linguistics,LASC11035,20
Dissertation: MSc in Applied Linguistics,LASC11036,20
Dissertation (MSc in Speech and Language Processing),LASC11037,36
Reading Old English,LASC11058,5
Linguistic Fieldwork and Language Description,LASC11061,NA
Speech Synthesis,LASC11062,43
Middle English,LASC11063,NA
Dissertation (MScR, English Language),LASC11074,NA
Dissertation (MScR, Linguistics),LASC11075,2
Dissertation with Coursework(MScR, Linguistics),LASC11081,1
Dissertation with Coursework(MScR, English Language),LASC11082,NA
Introduction to Syntax,LASC11085,56
Introduction to Phonology,LASC11089,28
Computer Programming for Speech and Language Processing,LASC11096,40
Pragmatics (MSc),LASC11097,6
Scots and Scottish English (MSc),LASC11106,6
Origins and Evolution of Language,LASC11112,29
Simulating Language,LASC11113,66
Dialects of English in Britain and Ireland,LASC11117,3
Current Issues in Phonology,LASC11123,1
Phonetics and Laboratory Phonology,LASC11125,3
Research Methods in Developmental Linguistics,LASC11127,20
Dissertation in Linguistics,LASC11135,12
Dissertation in Phonetics,LASC11136,5
Phonetics and Laboratory Phonology MSc (20 Credits),LASC11137,5
Speech Production and Perception MSc (20 Credits),LASC11138,10
Language Variation and Change MSc,LASC11141,25
Speech Production and Perception MSc (10 Credits),LASC11142,10
Introduction to Semantics and Pragmatics,LASC11143,28
Research Ethics Training in Linguistics and English Language,LASC11145,121
Phonological Theory,LASC11148,2
Sociolinguistic Research Design,LASC11152,11
Cognitive Linguistics,LASC11155,26
Speech Processing,LASC11158,40
Discourse Analysis,LASC11159,16
Historical Linguistics,LASC11160,14
Syntax: Theory and Practice,LASC11162,8
Guided Research in Linguistics and English Language Semester 1,LASC11163,11
Guided Research in Linguistics and English Language Semester 2,LASC11164,33
Guided Research in Linguistics and English Language Semester 1,LASC11165,2
Guided Research in Linguistics and English Language Semester 2,LASC11166,25
Online Experiments for Language Scientists,LASC11167,40
Pragmatics (10 Credits),LASC11169,13
Morphology,LASC11173,10
Dissertation support for Linguistics and English Language,LASC11175,41
Quantitative Methods for Linguistics and English Language,LASC11177,88
Introduction to Multimodality,LASC11178,21
Semantic Theory,LASC11179,7
Sociolinguistics,LASC11180,21
History of Scots MSc,LASC11181,1
Latin 1A,LATI08007,37
Latin 1B,LATI08008,28
Latin 1C,LATI08009,28
Latin 1D,LATI08010,24
Latin 2A,LATI08011,23
Latin 2B,LATI08012,28
Latin 2a Ex-Beginners,LATI08013,5
Latin Language (A),LATI10011,13
Latin Language (B),LATI10012,7
Latin 1Ha,LATI10017,NA
Latin 1Hb,LATI10018,NA
Lucretius, 'De rerum natura',LATI10022,19
Latin 2Ha,LATI10030,NA
Latin 2Hb,LATI10031,NA
The Latin Manuscript: Palaeography, Codicology, Textual Criticism,LATI10043,15
Later Latin Poetry,LATI10046,15
Seneca the Younger,LATI10049,14
Latin Poets From North of the Po,LATI10050,20
Civil Law Ordinary,LAWS08104,154
International Law Ordinary (semester 1),LAWS08114,247
Revenue Law,LAWS08118,121
International Private Law Ordinary,LAWS08119,151
Employment law,LAWS08120,62
Public Law of the UK and Scotland,LAWS08123,312
European Union Law (Ordinary) A,LAWS08125,296
Family Law (Ordinary),LAWS08126,281
Contract and Unjustified Enrichment,LAWS08127,289
